N_Samples	Est_N_Loops	Frac_Saturation	Model
114	12008.6087544392	0.999999999999986	Benign_Only
115	12008.6087544392	0.999999999999989	Benign_Only
116	12008.6087544392	0.999999999999992	Benign_Only
117	12008.6087544393	0.999999999999994	Benign_Only
118	12008.6087544393	0.999999999999995	Benign_Only
119	12008.6087544393	0.999999999999997	Benign_Only
120	12008.6087544393	0.999999999999998	Benign_Only
121	12008.6087544393	0.999999999999998	Benign_Only
122	12008.6087544393	0.999999999999998	Benign_Only
123	12008.6087544393	0.999999999999999	Benign_Only
124	12008.6087544393	1	Benign_Only
125	12008.6087544393	1	Benign_Only
126	12008.6087544393	1	Benign_Only
127	12008.6087544393	1	Benign_Only
128	12008.6087544393	1	Benign_Only
129	12008.6087544393	1	Benign_Only
130	12008.6087544393	1	Benign_Only
131	12008.6087544393	1	Benign_Only
132	12008.6087544393	1	Benign_Only
133	12008.6087544393	1	Benign_Only
134	12008.6087544393	1	Benign_Only
135	12008.6087544393	1	Benign_Only
136	12008.6087544393	1	Benign_Only
137	12008.6087544393	1	Benign_Only
138	12008.6087544393	1	Benign_Only
139	12008.6087544393	1	Benign_Only
140	12008.6087544393	1	Benign_Only
141	12008.6087544393	1	Benign_Only
142	12008.6087544393	1	Benign_Only
143	12008.6087544393	1	Benign_Only
144	12008.6087544393	1	Benign_Only
145	12008.6087544393	1	Benign_Only
146	12008.6087544393	1	Benign_Only
147	12008.6087544393	1	Benign_Only
148	12008.6087544393	1	Benign_Only
149	12008.6087544393	1	Benign_Only
150	12008.6087544393	1	Benign_Only
151	12008.6087544393	1	Benign_Only
152	12008.6087544393	1	Benign_Only
153	12008.6087544393	1	Benign_Only
154	12008.6087544393	1	Benign_Only
155	12008.6087544393	1	Benign_Only
156	12008.6087544393	1	Benign_Only
157	12008.6087544393	1	Benign_Only
158	12008.6087544393	1	Benign_Only
159	12008.6087544393	1	Benign_Only
160	12008.6087544393	1	Benign_Only
161	12008.6087544393	1	Benign_Only
162	12008.6087544393	1	Benign_Only
163	12008.6087544393	1	Benign_Only
164	12008.6087544393	1	Benign_Only
165	12008.6087544393	1	Benign_Only
166	12008.6087544393	1	Benign_Only
167	12008.6087544393	1	Benign_Only
168	12008.6087544393	1	Benign_Only
169	12008.6087544393	1	Benign_Only
170	12008.6087544393	1	Benign_Only
171	12008.6087544393	1	Benign_Only
172	12008.6087544393	1	Benign_Only
173	12008.6087544393	1	Benign_Only
174	12008.6087544393	1	Benign_Only
175	12008.6087544393	1	Benign_Only
176	12008.6087544393	1	Benign_Only
177	12008.6087544393	1	Benign_Only
178	12008.6087544393	1	Benign_Only
179	12008.6087544393	1	Benign_Only
180	12008.6087544393	1	Benign_Only
181	12008.6087544393	1	Benign_Only
182	12008.6087544393	1	Benign_Only
183	12008.6087544393	1	Benign_Only
184	12008.6087544393	1	Benign_Only
185	12008.6087544393	1	Benign_Only
186	12008.6087544393	1	Benign_Only
187	12008.6087544393	1	Benign_Only
188	12008.6087544393	1	Benign_Only
189	12008.6087544393	1	Benign_Only
190	12008.6087544393	1	Benign_Only
191	12008.6087544393	1	Benign_Only
192	12008.6087544393	1	Benign_Only
193	12008.6087544393	1	Benign_Only
194	12008.6087544393	1	Benign_Only
195	12008.6087544393	1	Benign_Only
196	12008.6087544393	1	Benign_Only
197	12008.6087544393	1	Benign_Only
198	12008.6087544393	1	Benign_Only
199	12008.6087544393	1	Benign_Only
200	12008.6087544393	1	Benign_Only
1	3875.67482351805	0.265364009537801	T2E_Tumour_Only
2	5738.29755988944	0.392896132351737	T2E_Tumour_Only
3	7277.57072633098	0.498288797583155	T2E_Tumour_Only
4	8549.62750662281	0.585385394420857	T2E_Tumour_Only
5	9600.85641619133	0.657362103274862	T2E_Tumour_Only
6	10469.5929674474	0.71684372259815	T2E_Tumour_Only
7	11187.5176635995	0.765999388280183	T2E_Tumour_Only
8	11780.8113020447	0.806621676242977	T2E_Tumour_Only
9	12271.1097181686	0.840191972900261	T2E_Tumour_Only
10	12676.2927865116	0.8679344973659	T2E_Tumour_Only
11	13011.1364520687	0.890860945457314	T2E_Tumour_Only
12	13287.8515695644	0.909807383541538	T2E_Tumour_Only
13	13516.5292007306	0.925464737644016	T2E_Tumour_Only
14	13705.5086083939	0.938403989676538	T2E_Tumour_Only
15	13861.6813671313	0.949096999623516	T2E_Tumour_Only
16	13990.7426806004	0.957933713016127	T2E_Tumour_Only
17	14097.3990704155	0.965236381205006	T2E_Tumour_Only
18	14185.5400104276	0.971271313006851	T2E_Tumour_Only
19	14258.379765455	0.976258586276145	T2E_Tumour_Only
20	14318.5746069408	0.98038007355708	T2E_Tumour_Only
21	14368.3196800831	0.983786074489793	T2E_Tumour_Only
22	14409.4290549208	0.986600796837064	T2E_Tumour_Only
23	14443.4018806257	0.988926886009893	T2E_Tumour_Only
24	14471.4770554717	0.990849168271657	T2E_Tumour_Only
25	14494.6784061477	0.992437744125522	T2E_Tumour_Only
26	14513.8520239842	0.993750544692682	T2E_Tumour_Only
27	14529.6971196458	0.994835444305715	T2E_Tumour_Only
28	14542.7915214779	0.995732006357717	T2E_Tumour_Only
29	14553.612747364	0.996472926073635	T2E_Tumour_Only
30	14562.5554185282	0.997085222817861	T2E_Tumour_Only
31	14569.9456503183	0.997591225418324	T2E_Tumour_Only
32	14576.052944762	0.998009386439251	T2E_Tumour_Only
33	14581.1000185859	0.998354955096927	T2E_Tumour_Only
34	14585.2709251009	0.998640533357912	T2E_Tumour_Only
35	14588.7177661348	0.998876535499124	T2E_Tumour_Only
36	14591.5662387798	0.99907156788872	T2E_Tumour_Only
37	14593.9202192301	0.999232742837371	T2E_Tumour_Only
38	14595.8655508696	0.99936593796525	T2E_Tumour_Only
39	14597.4731747507	0.999476010543149	T2E_Tumour_Only
40	14598.8017166254	0.999566974624179	T2E_Tumour_Only
41	14599.8996248696	0.999642147425577	T2E_Tumour_Only
42	14600.8069372665	0.999704270298759	T2E_Tumour_Only
43	14601.5567410775	0.999755608699094	T2E_Tumour_Only
44	14602.1763796462	0.999798034801009	T2E_Tumour_Only
45	14602.6884495373	0.999833095771199	T2E_Tumour_Only
46	14603.1116245728	0.999862070189662	T2E_Tumour_Only
47	14603.4613368168	0.999886014676101	T2E_Tumour_Only
48	14603.7503393414	0.999905802422026	T2E_Tumour_Only
49	14603.9891712973	0.999922155033713	T2E_Tumour_Only
50	14604.1865422483	0.999935668847261	T2E_Tumour_Only
51	14604.3496497864	0.99994683667538	T2E_Tumour_Only
52	14604.4844420079	0.999956065778954	T2E_Tumour_Only
53	14604.5958344255	0.999963692718754	T2E_Tumour_Only
54	14604.6878892233	0.999969995628917	T2E_Tumour_Only
55	14604.763963394	0.999975204359755	T2E_Tumour_Only
56	14604.8268311597	0.999979508859777	T2E_Tumour_Only
57	14604.8787851398	0.999983066102609	T2E_Tumour_Only
58	14604.9217199575	0.999986005811403	T2E_Tumour_Only
59	14604.9572013308	0.999988435189493	T2E_Tumour_Only
60	14604.9865231709	0.999990442829811	T2E_Tumour_Only
61	14605.0107547668	0.999992101945643	T2E_Tumour_Only
62	14605.0307797803	0.999993473040514	T2E_Tumour_Only
63	14605.0473284701	0.999994606114593	T2E_Tumour_Only
64	14605.0610043228	0.99999554248807	T2E_Tumour_Only
65	14605.0723060602	0.999996316307984	T2E_Tumour_Only
66	14605.0816458266	0.999996955793482	T2E_Tumour_Only
67	14605.0893642182	0.999997484264895	T2E_Tumour_Only
68	14605.0957427043	0.999997920994163	T2E_Tumour_Only
69	14605.1010138911	0.999998281907637	T2E_Tumour_Only
70	14605.1053700048	0.999998580166869	T2E_Tumour_Only
71	14605.1089699012	0.999998826648577	T2E_Tumour_Only
72	14605.1119448589	0.999999030341289	T2E_Tumour_Only
73	14605.1144033668	0.999999198673137	T2E_Tumour_Only
74	14605.11643508	0.999999337782733	T2E_Tumour_Only
75	14605.1181140897	0.999999452743033	T2E_Tumour_Only
76	14605.1195016248	0.999999547746332	T2E_Tumour_Only
77	14605.1206482852	0.999999626257147	T2E_Tumour_Only
78	14605.1215958864	0.999999691138558	T2E_Tumour_Only
79	14605.1223789849	0.999999744756616	T2E_Tumour_Only
80	14605.1230261382	0.999999789066629	T2E_Tumour_Only
81	14605.1235609463	0.999999825684466	T2E_Tumour_Only
82	14605.1240029123	0.99999985594548	T2E_Tumour_Only
83	14605.1243681533	0.999999880953211	T2E_Tumour_Only
84	14605.1246699889	0.999999901619622	T2E_Tumour_Only
85	14605.124919426	0.999999918698364	T2E_Tumour_Only
86	14605.1251255612	0.999999932812252	T2E_Tumour_Only
87	14605.1252959114	0.999999944475982	T2E_Tumour_Only
88	14605.125436689	0.9999999541149	T2E_Tumour_Only
89	14605.1255530278	0.999999962080511	T2E_Tumour_Only
90	14605.1256491702	0.999999968663299	T2E_Tumour_Only
91	14605.1257286224	0.999999974103321	T2E_Tumour_Only
92	14605.1257942818	0.99999997859896	T2E_Tumour_Only
93	14605.1258485428	0.999999982314161	T2E_Tumour_Only
94	14605.1258933841	0.999999985384406	T2E_Tumour_Only
95	14605.125930441	0.99999998792166	T2E_Tumour_Only
96	14605.1259610649	0.999999990018448	T2E_Tumour_Only
97	14605.1259863725	0.999999991751236	T2E_Tumour_Only
98	14605.1260072867	0.999999993183214	T2E_Tumour_Only
99	14605.1260245702	0.999999994366602	T2E_Tumour_Only
100	14605.1260388533	0.999999995344554	T2E_Tumour_Only
101	14605.1260506569	0.999999996152735	T2E_Tumour_Only
102	14605.1260604114	0.999999996820617	T2E_Tumour_Only
103	14605.1260684725	0.999999997372555	T2E_Tumour_Only
104	14605.1260751342	0.999999997828677	T2E_Tumour_Only
105	14605.1260806395	0.999999998205617	T2E_Tumour_Only
106	14605.126085189	0.99999999851712	T2E_Tumour_Only
107	14605.1260889488	0.999999998774546	T2E_Tumour_Only
108	14605.1260920558	0.999999998987284	T2E_Tumour_Only
109	14605.1260946235	0.999999999163091	T2E_Tumour_Only
110	14605.1260967455	0.999999999308377	T2E_Tumour_Only
111	14605.126098499	0.999999999428442	T2E_Tumour_Only
112	14605.1260999482	0.999999999527664	T2E_Tumour_Only
113	14605.1261011457	0.999999999609661	T2E_Tumour_Only
114	14605.1261021354	0.999999999677424	T2E_Tumour_Only
115	14605.1261029533	0.999999999733423	T2E_Tumour_Only
116	14605.1261036292	0.9999999997797	T2E_Tumour_Only
117	14605.1261041877	0.999999999817944	T2E_Tumour_Only
118	14605.1261046493	0.999999999849549	T2E_Tumour_Only
119	14605.1261050308	0.999999999875667	T2E_Tumour_Only
120	14605.126105346	0.999999999897251	T2E_Tumour_Only
121	14605.1261056065	0.999999999915088	T2E_Tumour_Only
122	14605.1261058218	0.999999999929829	T2E_Tumour_Only
123	14605.1261059997	0.99999999994201	T2E_Tumour_Only
124	14605.1261061468	0.999999999952077	T2E_Tumour_Only
125	14605.1261062683	0.999999999960397	T2E_Tumour_Only
126	14605.1261063687	0.999999999967272	T2E_Tumour_Only
127	14605.1261064517	0.999999999972953	T2E_Tumour_Only
128	14605.1261065202	0.999999999977649	T2E_Tumour_Only
129	14605.1261065769	0.999999999981529	T2E_Tumour_Only
130	14605.1261066237	0.999999999984735	T2E_Tumour_Only
131	14605.1261066624	0.999999999987385	T2E_Tumour_Only
132	14605.1261066944	0.999999999989575	T2E_Tumour_Only
133	14605.1261067209	0.999999999991385	T2E_Tumour_Only
134	14605.1261067427	0.999999999992881	T2E_Tumour_Only
135	14605.1261067608	0.999999999994117	T2E_Tumour_Only
136	14605.1261067757	0.999999999995138	T2E_Tumour_Only
137	14605.126106788	0.999999999995982	T2E_Tumour_Only
138	14605.1261067982	0.999999999996679	T2E_Tumour_Only
139	14605.1261068066	0.999999999997256	T2E_Tumour_Only
140	14605.1261068136	0.999999999997732	T2E_Tumour_Only
141	14605.1261068193	0.999999999998126	T2E_Tumour_Only
142	14605.1261068241	0.999999999998451	T2E_Tumour_Only
143	14605.126106828	0.99999999999872	T2E_Tumour_Only
144	14605.1261068312	0.999999999998942	T2E_Tumour_Only
145	14605.1261068339	0.999999999999126	T2E_Tumour_Only
146	14605.1261068361	0.999999999999278	T2E_Tumour_Only
147	14605.126106838	0.999999999999403	T2E_Tumour_Only
148	14605.1261068395	0.999999999999507	T2E_Tumour_Only
149	14605.1261068407	0.999999999999592	T2E_Tumour_Only
150	14605.1261068418	0.999999999999663	T2E_Tumour_Only
151	14605.1261068426	0.999999999999722	T2E_Tumour_Only
152	14605.1261068433	0.99999999999977	T2E_Tumour_Only
153	14605.1261068439	0.99999999999981	T2E_Tumour_Only
154	14605.1261068444	0.999999999999843	T2E_Tumour_Only
155	14605.1261068448	0.99999999999987	T2E_Tumour_Only
156	14605.1261068451	0.999999999999893	T2E_Tumour_Only
157	14605.1261068454	0.999999999999911	T2E_Tumour_Only
158	14605.1261068456	0.999999999999927	T2E_Tumour_Only
159	14605.1261068458	0.999999999999939	T2E_Tumour_Only
160	14605.126106846	0.99999999999995	T2E_Tumour_Only
161	14605.1261068461	0.999999999999959	T2E_Tumour_Only
162	14605.1261068462	0.999999999999966	T2E_Tumour_Only
163	14605.1261068463	0.999999999999972	T2E_Tumour_Only
164	14605.1261068463	0.999999999999977	T2E_Tumour_Only
165	14605.1261068464	0.999999999999981	T2E_Tumour_Only
166	14605.1261068465	0.999999999999984	T2E_Tumour_Only
167	14605.1261068465	0.999999999999987	T2E_Tumour_Only
168	14605.1261068465	0.999999999999989	T2E_Tumour_Only
169	14605.1261068466	0.999999999999991	T2E_Tumour_Only
170	14605.1261068466	0.999999999999993	T2E_Tumour_Only
171	14605.1261068466	0.999999999999994	T2E_Tumour_Only
172	14605.1261068466	0.999999999999995	T2E_Tumour_Only
173	14605.1261068466	0.999999999999996	T2E_Tumour_Only
174	14605.1261068466	0.999999999999997	T2E_Tumour_Only
175	14605.1261068466	0.999999999999997	T2E_Tumour_Only
176	14605.1261068467	0.999999999999998	T2E_Tumour_Only
177	14605.1261068467	0.999999999999998	T2E_Tumour_Only
178	14605.1261068467	0.999999999999998	T2E_Tumour_Only
179	14605.1261068467	0.999999999999999	T2E_Tumour_Only
180	14605.1261068467	1	T2E_Tumour_Only
181	14605.1261068467	1	T2E_Tumour_Only
182	14605.1261068467	1	T2E_Tumour_Only
183	14605.1261068467	1	T2E_Tumour_Only
184	14605.1261068467	1	T2E_Tumour_Only
185	14605.1261068467	1	T2E_Tumour_Only
186	14605.1261068467	1	T2E_Tumour_Only
187	14605.1261068467	1	T2E_Tumour_Only
188	14605.1261068467	1	T2E_Tumour_Only
189	14605.1261068467	1	T2E_Tumour_Only
190	14605.1261068467	1	T2E_Tumour_Only
191	14605.1261068467	1	T2E_Tumour_Only
192	14605.1261068467	1	T2E_Tumour_Only
193	14605.1261068467	1	T2E_Tumour_Only
194	14605.1261068467	1	T2E_Tumour_Only
195	14605.1261068467	1	T2E_Tumour_Only
196	14605.1261068467	1	T2E_Tumour_Only
197	14605.1261068467	1	T2E_Tumour_Only
198	14605.1261068467	1	T2E_Tumour_Only
199	14605.1261068467	1	T2E_Tumour_Only
200	14605.1261068467	1	T2E_Tumour_Only
1	3214.9832770129	0.275278650679065	NonT2E_Tumour_Only
2	5065.22778035301	0.43370336596376	NonT2E_Tumour_Only
3	6511.00723112721	0.557496301135237	NonT2E_Tumour_Only
4	7640.73804049188	0.65422799335151	NonT2E_Tumour_Only
5	8523.50871546884	0.729814053784299	NonT2E_Tumour_Only
6	9213.30495554616	0.788876935874437	NonT2E_Tumour_Only
7	9752.31113949902	0.835028620732989	NonT2E_Tumour_Only
8	10173.4901043291	0.871091507268605	NonT2E_Tumour_Only
9	10502.5989822911	0.899271015541525	NonT2E_Tumour_Only
10	10759.7643741978	0.921290458874749	NonT2E_Tumour_Only
11	10960.7131884751	0.938496432804785	NonT2E_Tumour_Only
12	11117.7344177315	0.951941165916381	NonT2E_Tumour_Only
13	11240.4306701373	0.962446868713388	NonT2E_Tumour_Only
14	11336.3054153913	0.970656015770674	NonT2E_Tumour_Only
15	11411.2218582107	0.977070636164023	NonT2E_Tumour_Only
16	11469.7615016783	0.982083014978001	NonT2E_Tumour_Only
17	11515.5043283308	0.985999683437582	NonT2E_Tumour_Only
18	11551.2477334187	0.989060164776203	NonT2E_Tumour_Only
19	11579.1775991654	0.991451622240807	NonT2E_Tumour_Only
20	11601.001972045	0.993320305030289	NonT2E_Tumour_Only
21	11618.0555180918	0.994780492141868	NonT2E_Tumour_Only
22	11631.3811441875	0.995921481084895	NonT2E_Tumour_Only
23	11641.7937768656	0.996813048855755	NonT2E_Tumour_Only
24	11649.9301990126	0.997509719138929	NonT2E_Tumour_Only
25	11656.2879922242	0.998054096694197	NonT2E_Tumour_Only
26	11661.2559663276	0.998479472843916	NonT2E_Tumour_Only
27	11665.1379369848	0.998811861398512	NonT2E_Tumour_Only
28	11668.1713054907	0.999071589526896	NonT2E_Tumour_Only
29	11670.5415770114	0.999274540861235	NonT2E_Tumour_Only
30	11672.3937051226	0.999433126857932	NonT2E_Tumour_Only
31	11673.840956423	0.999557045818259	NonT2E_Tumour_Only
32	11674.9718373343	0.999653875986423	NonT2E_Tumour_Only
33	11675.855506698	0.999729538995875	NonT2E_Tumour_Only
34	11676.5460051726	0.999788662005863	NonT2E_Tumour_Only
35	11677.0855600821	0.999834860674608	NonT2E_Tumour_Only
36	11677.5071678205	0.999870960274312	NonT2E_Tumour_Only
37	11677.8366117418	0.999899168470223	NonT2E_Tumour_Only
38	11678.0940389363	0.999921210330052	NonT2E_Tumour_Only
39	11678.2951923229	0.999938433820212	NonT2E_Tumour_Only
40	11678.4523734047	0.999951892240491	NonT2E_Tumour_Only
41	11678.5751945658	0.999962408638428	NonT2E_Tumour_Only
42	11678.6711669146	0.999970626142659	NonT2E_Tumour_Only
43	11678.7461596248	0.999977047293341	NonT2E_Tumour_Only
44	11678.8047588635	0.999982064774916	NonT2E_Tumour_Only
45	11678.8505482578	0.999985985430669	NonT2E_Tumour_Only
46	11678.8863280508	0.999989049027675	NonT2E_Tumour_Only
47	11678.91428635	0.99999144291972	NonT2E_Tumour_Only
48	11678.9361329408	0.999993313504888	NonT2E_Tumour_Only
49	11678.9532038479	0.999994775178516	NonT2E_Tumour_Only
50	11678.9665430399	0.999995917329023	NonT2E_Tumour_Only
51	11678.976966273	0.999996809804438	NonT2E_Tumour_Only
52	11678.9851109783	0.999997507183954	NonT2E_Tumour_Only
53	11678.9914752439	0.999998052115703	NonT2E_Tumour_Only
54	11678.9964482756	0.999998477924899	NonT2E_Tumour_Only
55	11679.0003341982	0.999998810651836	NonT2E_Tumour_Only
56	11679.0033706548	0.999999070644375	NonT2E_Tumour_Only
57	11679.0057433393	0.999999273802321	NonT2E_Tumour_Only
58	11679.007597353	0.999999432549763	NonT2E_Tumour_Only
59	11679.0090460776	0.999999556594877	NonT2E_Tumour_Only
60	11679.0101781098	0.999999653523621	NonT2E_Tumour_Only
61	11679.0110626788	0.999999729263658	NonT2E_Tumour_Only
62	11679.0117538802	0.999999788446857	NonT2E_Tumour_Only
63	11679.0122939844	0.999999834692557	NonT2E_Tumour_Only
64	11679.0127160213	0.999999870828908	NonT2E_Tumour_Only
65	11679.0130458006	0.999999899065821	NonT2E_Tumour_Only
66	11679.0133034899	0.99999992113012	NonT2E_Tumour_Only
67	11679.0135048481	0.999999938371144	NonT2E_Tumour_Only
68	11679.0136621892	0.999999951843265	NonT2E_Tumour_Only
69	11679.0137851354	0.999999962370369	NonT2E_Tumour_Only
70	11679.0138812054	0.999999970596239	NonT2E_Tumour_Only
71	11679.0139562745	0.999999977023927	NonT2E_Tumour_Only
72	11679.0140149334	0.999999982046516	NonT2E_Tumour_Only
73	11679.0140607694	0.999999985971163	NonT2E_Tumour_Only
74	11679.0140965856	0.999999989037879	NonT2E_Tumour_Only
75	11679.0141245724	0.999999991434208	NonT2E_Tumour_Only
76	11679.0141464412	0.999999993306698	NonT2E_Tumour_Only
77	11679.0141635295	0.99999999476986	NonT2E_Tumour_Only
78	11679.0141768823	0.999999995913173	NonT2E_Tumour_Only
79	11679.0141873161	0.999999996806557	NonT2E_Tumour_Only
80	11679.0141954691	0.999999997504646	NonT2E_Tumour_Only
81	11679.0142018398	0.999999998050133	NonT2E_Tumour_Only
82	11679.0142068179	0.999999998476375	NonT2E_Tumour_Only
83	11679.0142107078	0.999999998809441	NonT2E_Tumour_Only
84	11679.0142137474	0.999999999069698	NonT2E_Tumour_Only
85	11679.0142161225	0.999999999273063	NonT2E_Tumour_Only
86	11679.0142179784	0.999999999431972	NonT2E_Tumour_Only
87	11679.0142194286	0.999999999556143	NonT2E_Tumour_Only
88	11679.0142205617	0.999999999653171	NonT2E_Tumour_Only
89	11679.0142214472	0.999999999728988	NonT2E_Tumour_Only
90	11679.0142221391	0.999999999788231	NonT2E_Tumour_Only
91	11679.0142226798	0.999999999834524	NonT2E_Tumour_Only
92	11679.0142231022	0.999999999870697	NonT2E_Tumour_Only
93	11679.0142234324	0.999999999898963	NonT2E_Tumour_Only
94	11679.0142236903	0.99999999992105	NonT2E_Tumour_Only
95	11679.0142238919	0.999999999938309	NonT2E_Tumour_Only
96	11679.0142240494	0.999999999951794	NonT2E_Tumour_Only
97	11679.0142241724	0.999999999962332	NonT2E_Tumour_Only
98	11679.0142242686	0.999999999970566	NonT2E_Tumour_Only
99	11679.0142243438	0.999999999977001	NonT2E_Tumour_Only
100	11679.0142244025	0.999999999982028	NonT2E_Tumour_Only
101	11679.0142244484	0.999999999985957	NonT2E_Tumour_Only
102	11679.0142244842	0.999999999989027	NonT2E_Tumour_Only
103	11679.0142245122	0.999999999991425	NonT2E_Tumour_Only
104	11679.0142245341	0.9999999999933	NonT2E_Tumour_Only
105	11679.0142245512	0.999999999994765	NonT2E_Tumour_Only
106	11679.0142245646	0.999999999995909	NonT2E_Tumour_Only
107	11679.014224575	0.999999999996803	NonT2E_Tumour_Only
108	11679.0142245832	0.999999999997502	NonT2E_Tumour_Only
109	11679.0142245896	0.999999999998048	NonT2E_Tumour_Only
110	11679.0142245946	0.999999999998475	NonT2E_Tumour_Only
111	11679.0142245984	0.999999999998808	NonT2E_Tumour_Only
112	11679.0142246015	0.999999999999069	NonT2E_Tumour_Only
113	11679.0142246039	0.999999999999272	NonT2E_Tumour_Only
114	11679.0142246057	0.999999999999431	NonT2E_Tumour_Only
115	11679.0142246072	0.999999999999556	NonT2E_Tumour_Only
116	11679.0142246083	0.999999999999653	NonT2E_Tumour_Only
117	11679.0142246092	0.999999999999729	NonT2E_Tumour_Only
118	11679.0142246099	0.999999999999788	NonT2E_Tumour_Only
119	11679.0142246104	0.999999999999834	NonT2E_Tumour_Only
120	11679.0142246109	0.999999999999871	NonT2E_Tumour_Only
121	11679.0142246112	0.999999999999899	NonT2E_Tumour_Only
122	11679.0142246114	0.999999999999921	NonT2E_Tumour_Only
123	11679.0142246116	0.999999999999938	NonT2E_Tumour_Only
124	11679.0142246118	0.999999999999952	NonT2E_Tumour_Only
125	11679.0142246119	0.999999999999962	NonT2E_Tumour_Only
126	11679.014224612	0.999999999999971	NonT2E_Tumour_Only
127	11679.0142246121	0.999999999999977	NonT2E_Tumour_Only
128	11679.0142246122	0.999999999999982	NonT2E_Tumour_Only
129	11679.0142246122	0.999999999999986	NonT2E_Tumour_Only
130	11679.0142246122	0.999999999999989	NonT2E_Tumour_Only
131	11679.0142246123	0.999999999999991	NonT2E_Tumour_Only
132	11679.0142246123	0.999999999999993	NonT2E_Tumour_Only
133	11679.0142246123	0.999999999999995	NonT2E_Tumour_Only
134	11679.0142246123	0.999999999999996	NonT2E_Tumour_Only
135	11679.0142246123	0.999999999999997	NonT2E_Tumour_Only
136	11679.0142246123	0.999999999999998	NonT2E_Tumour_Only
137	11679.0142246123	0.999999999999998	NonT2E_Tumour_Only
138	11679.0142246123	0.999999999999998	NonT2E_Tumour_Only
139	11679.0142246124	0.999999999999999	NonT2E_Tumour_Only
140	11679.0142246124	1	NonT2E_Tumour_Only
141	11679.0142246124	1	NonT2E_Tumour_Only
142	11679.0142246124	1	NonT2E_Tumour_Only
143	11679.0142246124	1	NonT2E_Tumour_Only
144	11679.0142246124	1	NonT2E_Tumour_Only
145	11679.0142246124	1	NonT2E_Tumour_Only
146	11679.0142246124	1	NonT2E_Tumour_Only
147	11679.0142246124	1	NonT2E_Tumour_Only
148	11679.0142246124	1	NonT2E_Tumour_Only
149	11679.0142246124	1	NonT2E_Tumour_Only
150	11679.0142246124	1	NonT2E_Tumour_Only
151	11679.0142246124	1	NonT2E_Tumour_Only
152	11679.0142246124	1	NonT2E_Tumour_Only
153	11679.0142246124	1	NonT2E_Tumour_Only
154	11679.0142246124	1	NonT2E_Tumour_Only
155	11679.0142246124	1	NonT2E_Tumour_Only
156	11679.0142246124	1	NonT2E_Tumour_Only
157	11679.0142246124	1	NonT2E_Tumour_Only
158	11679.0142246124	1	NonT2E_Tumour_Only
159	11679.0142246124	1	NonT2E_Tumour_Only
160	11679.0142246124	1	NonT2E_Tumour_Only
161	11679.0142246124	1	NonT2E_Tumour_Only
162	11679.0142246124	1	NonT2E_Tumour_Only
163	11679.0142246124	1	NonT2E_Tumour_Only
164	11679.0142246124	1	NonT2E_Tumour_Only
165	11679.0142246124	1	NonT2E_Tumour_Only
166	11679.0142246124	1	NonT2E_Tumour_Only
167	11679.0142246124	1	NonT2E_Tumour_Only
168	11679.0142246124	1	NonT2E_Tumour_Only
169	11679.0142246124	1	NonT2E_Tumour_Only
170	11679.0142246124	1	NonT2E_Tumour_Only
171	11679.0142246124	1	NonT2E_Tumour_Only
172	11679.0142246124	1	NonT2E_Tumour_Only
173	11679.0142246124	1	NonT2E_Tumour_Only
174	11679.0142246124	1	NonT2E_Tumour_Only
175	11679.0142246124	1	NonT2E_Tumour_Only
176	11679.0142246124	1	NonT2E_Tumour_Only
177	11679.0142246124	1	NonT2E_Tumour_Only
178	11679.0142246124	1	NonT2E_Tumour_Only
179	11679.0142246124	1	NonT2E_Tumour_Only
180	11679.0142246124	1	NonT2E_Tumour_Only
181	11679.0142246124	1	NonT2E_Tumour_Only
182	11679.0142246124	1	NonT2E_Tumour_Only
183	11679.0142246124	1	NonT2E_Tumour_Only
184	11679.0142246124	1	NonT2E_Tumour_Only
185	11679.0142246124	1	NonT2E_Tumour_Only
186	11679.0142246124	1	NonT2E_Tumour_Only
187	11679.0142246124	1	NonT2E_Tumour_Only
188	11679.0142246124	1	NonT2E_Tumour_Only
189	11679.0142246124	1	NonT2E_Tumour_Only
190	11679.0142246124	1	NonT2E_Tumour_Only
191	11679.0142246124	1	NonT2E_Tumour_Only
192	11679.0142246124	1	NonT2E_Tumour_Only
193	11679.0142246124	1	NonT2E_Tumour_Only
194	11679.0142246124	1	NonT2E_Tumour_Only
195	11679.0142246124	1	NonT2E_Tumour_Only
196	11679.0142246124	1	NonT2E_Tumour_Only
197	11679.0142246124	1	NonT2E_Tumour_Only
198	11679.0142246124	1	NonT2E_Tumour_Only
199	11679.0142246124	1	NonT2E_Tumour_Only
200	11679.0142246124	1	NonT2E_Tumour_Only
